order,col1,col2
24598,3301 Wholesale Trade,22
24615,IOPC 21330060,
24616,Zinc alloys; copper matte; cement copper; unwrought copper and nickel,
24620,2102 Basic Non-Ferrous Metal Manufacturing,238
24648,IOPC 21330070,
24649,"Sulphuric acid from the smelting of copper, silver, lead and zinc.",
24669,IOPC 21390010,
24670,Platinum primary and secondary recovery (excl from purchased scrap),
24674,2102 Basic Non-Ferrous Metal Manufacturing,102
24675,3301 Wholesale Trade,9
24697,IOPC 21390020,
24698,"Nickel and tin primary recovery and secondary recovery from drosses, ashes or other waste materials (excl from purchased scrap)",
24702,2102 Basic Non-Ferrous Metal Manufacturing,n.p.
24740,IOPC 21390030,
24741,Nickel and tin recovery from purchased scrap,
24745,2102 Basic Non-Ferrous Metal Manufacturing,66
24765,IOPC 21390040,
24766,Gold primary and secondary (excl from purchased scrap),
24770,2102 Basic Non-Ferrous Metal Manufacturing,n.p.
24771,3301 Wholesale Trade,n.p.
24822,IOPC 21390050,
24823,Antimony and other non-ferrous basic metals nec primary and secondary recovery,
24827,2102 Basic Non-Ferrous Metal Manufacturing,110
24845,IOPC 21390060,
24846,Basic precious metals (excl silver) secondary recovery from purchased scrap,
24850,2102 Basic Non-Ferrous Metal Manufacturing,10
24851,3301 Wholesale Trade,8
24875,IOPC 21390070,
24876,Other non-ferrous metal alloys,
24880,2102 Basic Non-Ferrous Metal Manufacturing,"2,197"
24916,IOPC 21391700,
24917,Basic non-ferrous metals - commission production (2131-2139),
24921,2102 Basic Non-Ferrous Metal Manufacturing,714
24941,IOPC 21391970,
24942,Wastes and scraps from the smelting and refining of non-ferrous metals (incl precious) (2133-2139),
24946,2102 Basic Non-Ferrous Metal Manufacturing,744
24974,IOPC 21410010,
24975,Non-ferrous metal (excl aluminium) castings and diecastings,
24979,2102 Basic Non-Ferrous Metal Manufacturing,43
25003,IOPC 21420010,
25004,"Aluminium and aluminium alloy bars, rods (incl wire rod) and profiles (incl decking and cladding)",
25008,2102 Basic Non-Ferrous Metal Manufacturing,490
25046,IOPC 21420020,
25047,Aluminium foil,
25051,2102 Basic Non-Ferrous Metal Manufacturing,n.p.
25103,IOPC 21420030,
25104,"Rolled, drawn or extruded aluminium pipes, tubes, plates, sheets, strip & wire products; aluminium powders & flakes",
25108,2102 Basic Non-Ferrous Metal Manufacturing,n.p.
25167,IOPC 21490010,
25168,"Copper, copper alloy, nickel, lead, zinc and tin rolled, extruded and semi-finished products",
25172,2102 Basic Non-Ferrous Metal Manufacturing,"1,641"
25222,IOPC 21490020,
25223,"Silver and platinum rolled, drawn or extruded semi-finished products",
25227,2102 Basic Non-Ferrous Metal Manufacturing,258
25251,IOPC 21490030,
25252,"Semi-manufactures of tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium and thallium",
25256,2102 Basic Non-Ferrous Metal Manufacturing,107
25288,IOPC 21490040,
25289,Non-ferrous (excl aluminium) metal powders and flakes,
25293,2102 Basic Non-Ferrous Metal Manufacturing,150
25310,IOPC 21491700,
25311,Basic non-ferrous metal products - commission production (2141-2149),
25315,2102 Basic Non-Ferrous Metal Manufacturing,3
25332,IOPC 21491970,
25333,Wastes and scraps from the manufacture of non-ferrous metal products (incl precious) (2141-2149),
25337,2102 Basic Non-Ferrous Metal Manufacturing,643
25362,IOPC 22100010,
25363,Iron or steel pieces roughly shaped by forging,
25367,2201 Forged Iron and Steel Product Manufacturing,202
25408,IOPC 22100020,
25409,Forged iron or steel tyres and wheels for railway or tramway locomotives and rolling stock,
25413,2201 Forged Iron and Steel Product Manufacturing,72
25437,IOPC 22100030,
25438,Iron or steel chain (other than articulated link chain) and other forged articles of iron or steel,
25442,2201 Forged Iron and Steel Product Manufacturing,913
25508,IOPC 22101700,
25509,Forged iron or steel products - commission production,
25513,2201 Forged Iron and Steel Product Manufacturing,6
25530,IOPC 22101900,
25531,Repairing and servicing (2210),
25551,IOPC 22210010,
25552,"Fabricated & prefabricated construction steel (incl scaffolding, perforated plate & ready made parts for structures)",
25556,2202 Structural Metal Product Manufacturing,"4,269"
25609,IOPC 22210020,
25610,Reinforcing steel rods or bars,
25614,2202 Structural Metal Product Manufacturing,871
25644,IOPC 22210030,
25645,Reinforcing welded steel mesh,
25649,2202 Structural Metal Product Manufacturing,768
25703,IOPC 22220010,
25704,Prefabricated metal or metal framed buildings (excl aluminium) and other transportable buildings,
25708,2202 Structural Metal Product Manufacturing,"1,094"
25726,IOPC 22220020,
25727,Aluminium or aluminium framed prefabricated buildings,
25731,2202 Structural Metal Product Manufacturing,n.p.
25749,IOPC 22230010,
25750,Aluminium/aluminium framed doors (incl roller/concertina) & windows (incl glass); door/window frames; roller grilles,
25754,2202 Structural Metal Product Manufacturing,"1,970"
25788,IOPC 22230020,
25789,Aluminium fire doors,
25793,2202 Structural Metal Product Manufacturing,309
25816,IOPC 22230030,
25817,Aluminium combined door-window units,
25821,2202 Structural Metal Product Manufacturing,779
25850,IOPC 22230040,
25851,"Architectural aluminium products (excl sheet metal), for building nec",
25855,2202 Structural Metal Product Manufacturing,877
25901,IOPC 22230050,
25902,Aluminium roofing and guttering,
25906,2202 Structural Metal Product Manufacturing,277
25953,IOPC 22230060,
25954,Other articles of aluminium (excl ladders) nec,
25958,2202 Structural Metal Product Manufacturing,203
26004,IOPC 22240010,
26005,Metal roofing and guttering (excl aluminium),
26009,2202 Structural Metal Product Manufacturing,n.p.
26062,IOPC 22290010,
26063,Iron or steel window-frames; metal (excl aluminium) door or door frames,
26067,2202 Structural Metal Product Manufacturing,937
26090,IOPC 22290020,
26091,Wooden fire doors,
26095,2202 Structural Metal Product Manufacturing,61
26119,IOPC 22290030,
26120,"Iron or steel fire doors; fabricated iron or steel stairs, balustrades and other architectural products (excl Aluminium)",
26124,2202 Structural Metal Product Manufacturing,"1,131"
26160,IOPC 22291700,
26161,Structural metal products - commission production (2221-2229),
26165,2202 Structural Metal Product Manufacturing,306
26198,IOPC 22291970,
26199,Waste from the manufacture of ferrous metal products nec,
26203,2101 Iron and Steel Manufacturing,472
26204,2202 Structural Metal Product Manufacturing,38
26220,IOPC 22310010,
26221,Metal cylinders (incl aerosol containers) for compressed or liquified gas,
26225,2203 Metal Containers and Other Sheet Metal Product manufacturing,388
26245,IOPC 22310020,
26246,"Sheet metal reservoirs, vats, tanks and similar containers of a capacity exceeding 300 litres",
26250,2203 Metal Containers and Other Sheet Metal Product manufacturing,383
26276,IOPC 22310030,
26277,Sheet metal vats and tanks of a capacity not exceeding 300 litres,
26281,2203 Metal Containers and Other Sheet Metal Product manufacturing,157
26306,IOPC 22310040,
26307,Super heated water boilers & steam generators (incl parts) (excl central heating); condensers for vapour power units,
26311,2203 Metal Containers and Other Sheet Metal Product manufacturing,287
26331,IOPC 22310050,
26332,Non-electric hot water or low pressure steam central heating boilers,
26336,2203 Metal Containers and Other Sheet Metal Product manufacturing,212
26355,IOPC 22310060,
26356,"Iron, steel or aluminium vats, tanks, capacity exc. 300 litres and containers for compressed or liquefied gas",
26360,2203 Metal Containers and Other Sheet Metal Product manufacturing,259
26380,IOPC 22310070,
26381,"Plate iron, steel and aluminium vats and tanks, capacity not exc. 300 litres (excl with mechanical or thermal equipment)",
26385,2203 Metal Containers and Other Sheet Metal Product manufacturing,125
26409,IOPC 22310090,
26410,Metal freight containers (excl stock crates),
26414,2203 Metal Containers and Other Sheet Metal Product manufacturing,25
26440,IOPC 22390010,
26441,Metal containers nec,
26445,2203 Metal Containers and Other Sheet Metal Product manufacturing,909
26494,IOPC 22390020,
26495,Sheet metal milk and cream cans of a capacity not exceeding 300 litres,
26499,2203 Metal Containers and Other Sheet Metal Product manufacturing,50
26524,IOPC 22390030,
26525,Sheet metal household containers (excl sanitary ware),
26529,2203 Metal Containers and Other Sheet Metal Product manufacturing,9
26562,IOPC 22390040,
26563,Metal vacuum flasks,
26567,2203 Metal Containers and Other Sheet Metal Product manufacturing,49
26598,IOPC 22400010,
26599,Sheet metal ducting,
26603,2203 Metal Containers and Other Sheet Metal Product manufacturing,554
26633,IOPC 22400020,
26634,Sheet metal sanitary ware,
26638,2203 Metal Containers and Other Sheet Metal Product manufacturing,304
26680,IOPC 22400030,
26681,"Sheet metal stoppers, caps, lids, capsules for bottles, threaded bungs, bung covers, seals & packing accessories nec",
26685,2203 Metal Containers and Other Sheet Metal Product manufacturing,183
26721,IOPC 22400040,
26722,"Sheet metal non-electric tableware, kitchenware or other household articles and parts (excl containers and sanitary ware)",
26726,2203 Metal Containers and Other Sheet Metal Product manufacturing,46
26778,IOPC 22400050,
26779,Sheet metal machine guards (not designed for use with a particular machine),
26783,2203 Metal Containers and Other Sheet Metal Product manufacturing,29
26812,IOPC 22400060,
26813,Sheet metal products nec,
26817,2203 Metal Containers and Other Sheet Metal Product manufacturing,529
26876,IOPC 22401700,
26877,Metal container and sheet metal products - commission production (2231-2240),
26881,2203 Metal Containers and Other Sheet Metal Product manufacturing,18
26904,IOPC 22910010,
26905,Iron or steel fencing wire (excl stranded or barbed),
26909,2204 Other Fabricated Metal Product manufacturing,132
26943,IOPC 22910020,
26944,"Wire stranded, cables, cordage, ropes, plaited bands and slings (excl electrically insulated slings)",
26948,2204 Other Fabricated Metal Product manufacturing,n.p.
27003,IOPC 22910030,
27004,Springs (incl leaves for springs),
27008,2204 Other Fabricated Metal Product manufacturing,85
27039,IOPC 22910040,
27040,"Nails, tacks, staples, spiked cramps, studs, spikes & pins (incl drawing & cotter pins) (excl metallic dowel pins)",
27044,2204 Other Fabricated Metal Product manufacturing,n.p.
27089,IOPC 22910050,
27090,Woven or linked wire fabric (excl mattress supports),
27094,2204 Other Fabricated Metal Product manufacturing,48
27133,IOPC 22910060,
27134,Welded wire fabric (excl reinforcing),
27138,2204 Other Fabricated Metal Product manufacturing,n.p.
27175,IOPC 22910070,
27176,Iron or steel wire gates (cross-sectional dimension of wire 16mm or less),
27180,2204 Other Fabricated Metal Product manufacturing,14
27199,IOPC 22910080,
27200,Iron or steel articulated link chain and parts,
27204,2204 Other Fabricated Metal Product manufacturing,32
27274,IOPC 22910090,
27275,"Domestic metal wire products; copper cloth, grill, netting and fencing; barbed wire; other wire products",
27279,2204 Other Fabricated Metal Product manufacturing,357
27350,IOPC 22920010,
27351,"Metal nuts, bolts (incl expansion), screws, rivets, washers, dowel pins, masonry anchors and turnbuckles",
27355,2204 Other Fabricated Metal Product manufacturing,391
27433,IOPC 22930010,
27434,Metal coating and finishing,
27438,2204 Other Fabricated Metal Product manufacturing,465
27460,IOPC 22990010,
27461,Metal hand tools (incl gardening; excl power operated or pneumatic),
27465,2204 Other Fabricated Metal Product manufacturing,261
27541,IOPC 22990030,
27542,"Cutlery, kitchen ware and table ware (excl solid silver or gold) nec",
27546,2204 Other Fabricated Metal Product manufacturing,81
27580,IOPC 22990050,
27581,Knives and cutting blades for metal or wood working tools and machines,
27585,2204 Other Fabricated Metal Product manufacturing,134
27624,IOPC 22990060,
27625,"Metal hand tool accessories & attachments (incl screwdriver & drill bits)(excl twist drills, taps, dies, chasers)",
27629,2204 Other Fabricated Metal Product manufacturing,n.p.
27681,IOPC 22990070,
27682,"Non-ferrous metal steam, gas and water fittings other than domestic (incl taps, cocks and valves)",
27686,2204 Other Fabricated Metal Product manufacturing,424
27717,IOPC 22990080,
27718,"Tube or pipe fittings (excl valves) (eg couplings, elbows, sleeves), of copper or nickel (incl alloys) or aluminium",
27722,2204 Other Fabricated Metal Product manufacturing,153
27754,IOPC 22990090,
27755,Munitions and ammunition (incl cartridges),
27759,2204 Other Fabricated Metal Product manufacturing,n.p.
27787,IOPC 22990100,
27788,Aluminium venetian blinds (incl plastic coated),
27792,2204 Other Fabricated Metal Product manufacturing,216
27836,IOPC 22990110,
27837,Metal blinds and awnings (excl aluminium venetian blinds),
27841,2204 Other Fabricated Metal Product manufacturing,122
27862,IOPC 22990120,
27863,Locks (incl parts/padlocks); keys; metal fittings for windows or doors (incl hinges and hydraulic door closures),
27867,2204 Other Fabricated Metal Product manufacturing,299
27919,IOPC 22990140,
27920,Firearms (incl parts),
27924,2204 Other Fabricated Metal Product manufacturing,n.p.
27945,IOPC 22990150,
27946,Fire extinguishers,
27950,2204 Other Fabricated Metal Product manufacturing,117
27970,IOPC 22990160,
27971,"Articles of tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium and thallium (incl wrought)",
27975,2204 Other Fabricated Metal Product manufacturing,6
28004,IOPC 22990170,
28005,Non-electric lamps and lighting fittings (incl pressure and gas lanterns),
28009,2204 Other Fabricated Metal Product manufacturing,3
28040,IOPC 22990180,
28041,"Woven wire, link mesh or wire spring mattress supports (excl upholstered)",
28045,2204 Other Fabricated Metal Product manufacturing,67
28070,IOPC 22990190,
28071,Cigarette and other lighters,
28115,IOPC 22990200,
28116,Fabricated metal products (incl ladders) nec,
28120,2204 Other Fabricated Metal Product manufacturing,963
28226,IOPC 22991700,
28227,Other fabricated metal products - commission production (2291-2299),
28231,2204 Other Fabricated Metal Product manufacturing,9
28252,IOPC 22991900,
28253,Repairing and servicing (2291-2299),
28257,2204 Other Fabricated Metal Product manufacturing,178
28279,IOPC 23110010,
28280,Finished motor vehicles with less than 10 persons capacity,
28284,2301 Motor Vehicles and Parts; Other Transport Equipment manufacturing,"9,506"
28300,IOPC 23110020,
28301,Finished motor vehicles with 10 or more person capacity,
28305,2301 Motor Vehicles and Parts; Other Transport Equipment manufacturing,58
28321,IOPC 23110030,
